kps 0.2
kis 0.25

kpp 40
kip 90
kdp 2

pitch set point, pitch, speed set point, speed, filtered speed
0.39,0.64,0.00,0.00,0.09
0.39,0.66,0.00,0.00,0.10
0.39,0.70,0.00,0.00,0.10
0.39,0.73,0.00,1.00,0.11
0.39,0.73,0.00,0.00,0.12
0.38,0.66,0.00,0.50,0.13
0.38,0.63,0.00,0.50,0.14
0.38,0.57,0.00,0.00,0.16
0.38,0.59,0.00,-0.50,0.16
0.38,0.63,0.00,-0.50,0.17
0.38,0.65,0.00,0.00,0.16
0.38,0.65,0.00,-0.50,0.16
0.38,0.68,0.00,0.50,0.15
0.38,0.69,0.00,0.50,0.14
0.38,0.70,0.00,1.00,0.14
0.38,0.77,0.00,0.50,0.15
0.38,0.71,0.00,0.50,0.16
0.37,0.71,0.00,1.00,0.17
0.37,0.65,0.00,0.00,0.18
0.37,0.65,0.00,0.00,0.20
0.37,0.68,0.00,0.00,0.21
0.36,0.72,0.00,0.00,0.21
0.36,0.75,0.00,0.00,0.22
0.36,0.77,0.00,0.00,0.22
0.36,0.77,0.00,0.50,0.22
0.36,0.76,0.00,0.50,0.22
0.36,0.76,0.00,0.50,0.22
0.36,0.69,0.00,0.00,0.23
0.36,0.67,0.00,0.00,0.23
0.36,0.64,0.00,0.00,0.23
0.36,0.67,0.00,0.00,0.23
0.36,0.67,0.00,-1.00,0.23
0.36,0.68,0.00,0.00,0.21
0.36,0.70,0.00,0.00,0.20
0.37,0.72,0.00,0.00,0.18
0.37,0.71,0.00,0.00,0.17
0.37,0.72,0.00,1.00,0.16
0.37,0.77,0.00,0.00,0.15
0.37,0.77,0.00,0.50,0.15
0.37,0.68,0.00,0.50,0.15
0.37,0.61,0.00,0.50,0.15
0.37,0.54,0.00,-0.50,0.15
0.37,0.55,0.00,-0.50,0.15
0.37,0.58,0.00,-1.00,0.14
0.38,0.58,0.00,-0.50,0.13
0.38,0.60,0.00,0.00,0.11
0.39,0.60,0.00,0.00,0.09
0.39,0.60,0.00,0.00,0.07
0.39,0.59,0.00,0.00,0.05
0.39,0.59,0.00,1.00,0.04
0.39,0.58,0.00,0.50,0.04
0.39,0.58,0.00,0.50,0.04
0.39,0.65,0.00,0.50,0.04
0.39,0.55,0.00,0.00,0.05
0.39,0.51,0.00,0.50,0.06
0.39,0.42,0.00,0.00,0.07
0.39,0.43,0.00,-0.50,0.08
0.39,0.46,0.00,-1.00,0.08
0.39,0.46,0.00,0.00,0.07
0.39,0.44,0.00,0.00,0.06
0.39,0.44,0.00,0.00,0.06
0.39,0.44,0.00,0.00,0.05
0.39,0.42,0.00,0.00,0.04
0.39,0.42,0.00,0.00,0.04
0.40,0.42,0.00,0.00,0.03
0.40,0.38,0.00,0.00,0.03
0.40,0.38,0.00,0.00,0.02
0.40,0.37,0.00,0.00,0.02
0.40,0.34,0.00,-0.50,0.01
0.40,0.34,0.00,0.00,0.01
0.40,0.31,0.00,-0.50,-0.00
0.40,0.31,0.00,-1.00,-0.02
0.41,0.28,0.00,-0.50,-0.03
0.41,0.28,0.00,-1.00,-0.05
0.42,0.24,0.00,-1.50,-0.08
0.43,0.20,0.00,-1.50,-0.12
0.43,0.20,0.00,-1.00,-0.16
0.44,0.19,0.00,-1.00,-0.21
0.45,0.19,0.00,-0.50,-0.26
0.46,0.22,0.00,-1.50,-0.30
0.47,0.24,0.00,-1.00,-0.35
0.48,0.31,0.00,0.00,-0.40
0.49,0.35,0.00,0.00,-0.44
0.50,0.30,0.00,0.00,-0.47
0.50,0.29,0.00,0.00,-0.49
0.51,0.29,0.00,0.00,-0.50
0.51,0.32,0.00,0.00,-0.51
0.51,0.31,0.00,0.00,-0.51
0.51,0.31,0.00,-0.50,-0.51
0.51,0.30,0.00,0.00,-0.50
0.51,0.24,0.00,-1.00,-0.50
0.51,0.24,0.00,0.00,-0.49
0.51,0.21,0.00,-1.50,-0.49
0.51,0.21,0.00,-1.00,-0.49
0.51,0.17,0.00,-1.00,-0.50
0.51,0.14,0.00,-1.50,-0.52
0.52,0.08,0.00,-1.00,-0.53
0.52,0.08,0.00,-1.50,-0.56
0.53,0.08,0.00,-1.00,-0.58
0.53,0.07,0.00,-1.50,-0.61
0.54,0.13,0.00,-0.50,-0.64
0.55,0.26,0.00,-1.00,-0.67
0.55,0.32,0.00,-0.50,-0.69
0.56,0.35,0.00,0.50,-0.71
0.56,0.27,0.00,0.00,-0.72
0.56,0.27,0.00,0.50,-0.72
0.56,0.24,0.00,0.50,-0.71
0.56,0.27,0.00,0.00,-0.69
0.55,0.26,0.00,-0.50,-0.66
0.55,0.25,0.00,0.00,-0.64
0.54,0.23,0.00,-1.00,-0.61
0.54,0.23,0.00,0.00,-0.59
0.54,0.17,0.00,-1.00,-0.57
0.53,0.17,0.00,-1.00,-0.56
0.53,0.16,0.00,-2.00,-0.55
0.53,0.12,0.00,-1.50,-0.55
0.34,0.09,-1.00,-1.50,-0.57
0.34,0.03,-1.00,-1.50,-0.59
0.34,0.03,-1.00,-1.50,-0.61
0.35,-0.05,-1.00,-1.50,-0.65
0.36,-0.05,-1.00,-1.50,-0.68
0.36,0.14,-1.00,-1.00,-0.72
0.37,0.22,-1.00,-1.00,-0.75
0.38,0.32,-1.00,-0.50,-0.79
0.38,0.26,-1.00,0.50,-0.81
0.59,0.26,0.00,0.50,-0.82
0.59,0.14,0.00,0.50,-0.82
0.58,0.13,0.00,0.00,-0.80
0.58,0.18,0.00,-0.50,-0.79
0.58,0.19,0.00,-0.50,-0.76
0.57,0.15,0.00,-1.00,-0.75
0.57,0.15,0.00,-1.00,-0.73
0.57,0.15,0.00,0.00,-0.72
0.57,0.11,0.00,-1.50,-0.70
0.57,0.08,0.00,-1.50,-0.70
0.57,0.07,0.00,-1.00,-0.70
0.57,0.02,0.00,-2.00,-0.70
0.57,-0.02,0.00,-1.00,-0.72
0.58,-0.02,0.00,-1.50,-0.74
0.58,-0.01,0.00,-2.00,-0.76
0.59,-0.01,0.00,-1.50,-0.79
0.60,0.01,0.00,-1.50,-0.82
0.60,0.02,0.00,-2.00,-0.86
0.61,0.02,0.00,-0.50,-0.89
0.62,0.13,0.00,-1.00,-0.93
0.63,0.14,0.00,-1.50,-0.96
0.63,0.14,0.00,-0.50,-0.98
0.64,0.15,0.00,-0.50,-1.01
0.64,0.15,0.00,-0.50,-1.02
0.65,0.10,0.00,-1.50,-1.03
0.65,0.10,0.00,-1.00,-1.04
0.65,0.11,0.00,-1.50,-1.05
0.66,0.10,0.00,-2.00,-1.06
0.66,0.10,0.00,-1.00,-1.08
0.67,0.08,0.00,-2.00,-1.10
0.67,0.08,0.00,-1.50,-1.12
0.68,0.23,0.00,-2.00,-1.14
0.68,0.29,0.00,-1.50,-1.17
0.69,0.35,0.00,-1.00,-1.19
0.69,0.40,0.00,0.00,-1.21
0.70,0.35,0.00,0.00,-1.22
0.70,0.35,0.00,0.00,-1.22
0.70,0.33,0.00,0.00,-1.20
0.69,0.35,0.00,-0.50,-1.18
0.69,0.36,0.00,-1.00,-1.15
0.68,0.36,0.00,-0.50,-1.12
0.68,0.35,0.00,-1.00,-1.10
0.68,0.34,0.00,-1.00,-1.07
0.67,0.34,0.00,-0.50,-1.05
0.67,0.31,0.00,-2.00,-1.03
0.67,0.30,0.00,-1.50,-1.01
0.67,0.29,0.00,-1.50,-1.01
0.67,0.26,0.00,-2.00,-1.01
0.67,0.23,0.00,-2.00,-1.02
0.67,0.19,0.00,-2.50,-1.03
0.68,0.19,0.00,-1.00,-1.06
0.69,0.21,0.00,-3.00,-1.09
0.70,0.21,0.00,-1.50,-1.12
0.70,0.20,0.00,-2.00,-1.16
0.71,0.34,0.00,-1.50,-1.20
0.72,0.39,0.00,-1.50,-1.24
0.73,0.45,0.00,-1.00,-1.27
0.74,0.44,0.00,-1.00,-1.30
0.74,0.44,0.00,0.00,-1.32
0.75,0.40,0.00,-1.00,-1.33
0.75,0.42,0.00,-1.00,-1.33
0.75,0.46,0.00,-1.00,-1.33
0.75,0.46,0.00,-1.50,-1.33
0.75,0.47,0.00,-1.50,-1.32
0.75,0.46,0.00,-1.50,-1.32
0.75,0.46,0.00,-1.50,-1.33
0.76,0.46,0.00,-2.00,-1.33
0.76,0.46,0.00,-1.50,-1.34
0.76,0.45,0.00,-3.00,-1.35
0.77,0.43,0.00,-2.00,-1.37
0.77,0.36,0.00,-2.00,-1.40
0.78,0.41,0.00,-2.50,-1.43
0.79,0.40,0.00,-2.00,-1.46
0.80,0.40,0.00,-2.00,-1.50
0.81,0.45,0.00,-1.50,-1.53
0.81,0.57,0.00,-1.50,-1.56
0.82,0.61,0.00,-2.00,-1.59
0.83,0.65,0.00,-0.50,-1.61
0.83,0.62,0.00,-1.00,-1.62
0.83,0.55,0.00,-0.50,-1.63
0.83,0.55,0.00,-0.50,-1.62
0.83,0.56,0.00,-1.50,-1.61
0.83,0.56,0.00,-1.00,-1.59
0.83,0.55,0.00,-1.50,-1.58
0.83,0.54,0.00,-2.00,-1.56
0.83,0.52,0.00,-2.00,-1.55
0.83,0.56,0.00,-2.00,-1.54
0.83,0.55,0.00,-1.00,-1.54
0.83,0.55,0.00,-2.00,-1.54
0.83,0.57,0.00,-2.50,-1.54
0.84,0.56,0.00,-2.00,-1.55
0.84,0.49,0.00,-2.00,-1.56
0.84,0.56,0.00,-1.50,-1.57
0.85,0.63,0.00,-2.00,-1.59
0.85,0.66,0.00,-1.50,-1.60
0.86,0.66,0.00,-0.50,-1.61
0.86,0.77,0.00,-1.00,-1.61
0.86,0.77,0.00,-0.50,-1.60
0.86,0.63,0.00,-1.00,-1.59
0.85,0.61,0.00,-0.50,-1.57
0.85,0.64,0.00,-1.50,-1.54
0.85,0.62,0.00,-1.00,-1.52
0.84,0.62,0.00,-1.00,-1.49
0.84,0.60,0.00,-2.00,-1.47
0.84,0.60,0.00,-1.00,-1.45
0.84,0.57,0.00,-2.00,-1.43
0.83,0.61,0.00,-1.50,-1.42
0.83,0.61,0.00,-2.50,-1.41
0.84,0.64,0.00,-1.00,-1.41
0.84,0.71,0.00,-1.00,-1.41
0.84,0.71,0.00,-1.00,-1.40
0.84,0.74,0.00,-1.50,-1.39
0.84,0.76,0.00,-1.00,-1.39
0.84,0.73,0.00,-1.00,-1.38
0.83,0.67,0.00,-1.00,-1.37
0.83,0.64,0.00,-1.00,-1.35
0.83,0.62,0.00,-1.50,-1.34
0.83,0.62,0.00,-0.50,-1.32
0.83,0.62,0.00,-2.50,-1.31
0.83,0.62,0.00,-1.00,-1.30
0.83,0.63,0.00,-2.00,-1.30
0.83,0.69,0.00,-1.50,-1.30
0.83,0.72,0.00,-1.00,-1.30
0.83,0.74,0.00,-1.50,-1.30
0.83,0.77,0.00,0.00,-1.30
0.83,0.77,0.00,-1.00,-1.29
0.83,0.73,0.00,-1.00,-1.28
0.83,0.70,0.00,-1.00,-1.27
0.83,0.69,0.00,-1.00,-1.25
0.83,0.70,0.00,-1.00,-1.24
0.83,0.70,0.00,-1.50,-1.22
0.83,0.71,0.00,-1.50,-1.21
0.83,0.71,0.00,-1.00,-1.21
0.83,0.69,0.00,-2.00,-1.20
0.83,0.69,0.00,-1.50,-1.20
0.83,0.68,0.00,-2.00,-1.21
0.83,0.67,0.00,-1.50,-1.21
0.84,0.75,0.00,-1.50,-1.23
0.84,0.78,0.00,-1.00,-1.24
0.84,0.82,0.00,-1.50,-1.25
0.85,0.82,0.00,-1.00,-1.26
0.85,0.82,0.00,-1.00,-1.26
0.85,0.75,0.00,-1.00,-1.27
0.85,0.73,0.00,-0.50,-1.27
0.85,0.73,0.00,-1.50,-1.26
0.85,0.73,0.00,-1.00,-1.26
0.85,0.72,0.00,-2.00,-1.25
0.85,0.72,0.00,-1.00,-1.25
0.86,0.71,0.00,-2.00,-1.26
0.86,0.71,0.00,-1.50,-1.26
0.86,0.68,0.00,-2.00,-1.27
0.87,0.73,0.00,-2.00,-1.28
0.87,0.77,0.00,-1.00,-1.30
0.87,0.81,0.00,-2.00,-1.31
0.88,0.86,0.00,-0.50,-1.33
0.88,0.86,0.00,-0.50,-1.34
0.88,0.85,0.00,-0.50,-1.34
0.88,0.80,0.00,-1.00,-1.33
0.88,0.77,0.00,-0.50,-1.32
0.88,0.76,0.00,-1.50,-1.30
0.88,0.74,0.00,-1.00,-1.29
0.88,0.73,0.00,-1.50,-1.28
0.88,0.73,0.00,-1.00,-1.26
0.88,0.76,0.00,-1.50,-1.25
0.87,0.76,0.00,-1.50,-1.25
0.88,0.75,0.00,-1.50,-1.24
0.88,0.74,0.00,-2.00,-1.24
0.88,0.71,0.00,-1.50,-1.25
0.88,0.80,0.00,-1.00,-1.25
0.88,0.84,0.00,-1.50,-1.26
0.89,0.84,0.00,-1.00,-1.26
0.89,0.88,0.00,-1.00,-1.27
0.89,0.92,0.00,-0.50,-1.27
0.89,0.85,0.00,-0.50,-1.26
0.89,0.80,0.00,-1.00,-1.25
0.89,0.80,0.00,-1.00,-1.23
0.88,0.80,0.00,-0.50,-1.22
0.88,0.80,0.00,-1.00,-1.20
0.88,0.78,0.00,-1.50,-1.18
0.88,0.78,0.00,-1.00,-1.17
0.88,0.80,0.00,-1.50,-1.16
0.88,0.80,0.00,-2.00,-1.15
0.88,0.79,0.00,-2.00,-1.15
0.88,0.75,0.00,-1.00,-1.16
0.88,0.81,0.00,-1.50,-1.16
0.89,0.81,0.00,-1.00,-1.17
0.89,0.89,0.00,-1.50,-1.18
0.89,0.95,0.00,-1.00,-1.19
0.89,0.95,0.00,-0.50,-1.19
0.89,0.93,0.00,-0.50,-1.19
0.89,0.85,0.00,0.00,-1.18
0.89,0.81,0.00,-0.50,-1.16
0.89,0.81,0.00,-1.00,-1.14
0.88,0.82,0.00,-1.50,-1.12
0.88,0.80,0.00,-1.50,-1.11
0.88,0.74,0.00,-1.50,-1.10
0.88,0.75,0.00,-1.00,-1.09
0.88,0.77,0.00,-2.00,-1.09
0.88,0.77,0.00,-1.50,-1.10
0.89,0.77,0.00,-1.00,-1.10
0.89,0.82,0.00,-1.00,-1.11
0.89,0.82,0.00,-1.00,-1.11
0.89,0.85,0.00,-1.00,-1.12
0.89,0.86,0.00,-1.00,-1.12
0.90,0.81,0.00,-0.50,-1.12
0.90,0.76,0.00,-1.00,-1.11
0.90,0.74,0.00,-1.00,-1.11
0.90,0.74,0.00,-1.00,-1.10
0.90,0.74,0.00,-1.00,-1.09
0.90,0.75,0.00,-1.50,-1.09
0.90,0.75,0.00,-2.00,-1.09
0.90,0.76,0.00,-1.00,-1.09
0.90,0.82,0.00,-1.50,-1.10
0.90,0.84,0.00,-1.00,-1.11
0.91,0.84,0.00,-1.00,-1.11
0.91,0.89,0.00,-1.00,-1.12
0.91,0.89,0.00,-1.00,-1.12
0.91,0.88,0.00,-1.00,-1.12
0.91,0.87,0.00,-0.50,-1.12
0.91,0.88,0.00,-1.50,-1.12
0.91,0.89,0.00,-1.00,-1.11
0.91,0.91,0.00,-1.00,-1.11
0.91,0.91,0.00,-1.00,-1.11
0.91,0.94,0.00,-1.00,-1.10
0.91,0.94,0.00,-1.50,-1.10
0.92,0.95,0.00,-1.00,-1.10
0.92,0.96,0.00,-1.50,-1.10
0.92,0.95,0.00,-0.50,-1.10
0.92,0.96,0.00,-2.00,-1.10
0.92,0.96,0.00,-0.50,-1.10
0.92,0.97,0.00,-2.00,-1.11
0.92,0.97,0.00,-1.00,-1.11
0.93,0.98,0.00,-1.50,-1.12
0.93,0.98,0.00,-2.00,-1.13
0.93,0.98,0.00,-1.50,-1.14
0.94,0.97,0.00,-1.50,-1.16
0.94,0.96,0.00,-1.50,-1.18
0.95,0.96,0.00,-1.50,-1.20
0.95,0.96,0.00,-2.00,-1.22
0.96,1.01,0.00,-1.00,-1.24
0.96,1.05,0.00,-2.00,-1.26
0.97,1.07,0.00,-1.00,-1.28
0.97,1.12,0.00,-1.00,-1.30
0.98,1.11,0.00,-0.50,-1.31
0.98,1.11,0.00,-0.50,-1.31
0.98,1.10,0.00,-0.50,-1.31
0.98,1.10,0.00,-0.50,-1.29
0.98,1.13,0.00,-1.00,-1.28
0.98,1.15,0.00,-1.00,-1.26
0.97,1.11,0.00,-1.00,-1.24
0.97,1.12,0.00,0.00,-1.22
0.97,1.12,0.00,-0.50,-1.20
0.96,1.04,0.00,-1.00,-1.17
0.96,1.04,0.00,-1.00,-1.14
0.95,1.01,0.00,-1.50,-1.11
0.95,1.02,0.00,-1.50,-1.10
0.95,1.02,0.00,-1.00,-1.08
0.95,1.01,0.00,-2.00,-1.07
0.95,1.01,0.00,-1.50,-1.07
0.95,1.01,0.00,-0.50,-1.07
0.95,0.99,0.00,-2.50,-1.07
0.95,0.99,0.00,-1.00,-1.08
0.96,1.05,0.00,-1.50,-1.09
0.96,1.09,0.00,-1.00,-1.10
0.96,1.14,0.00,-1.50,-1.11
0.97,1.20,0.00,-0.50,-1.12
0.97,1.20,0.00,-0.50,-1.13
0.97,1.20,0.00,0.00,-1.12
0.97,1.20,0.00,0.00,-1.11
0.96,1.21,0.00,0.00,-1.09
0.96,1.25,0.00,0.00,-1.06
0.95,1.12,0.00,-1.00,-1.03
0.95,1.03,0.00,-0.50,-1.00
0.94,1.03,0.00,-0.50,-0.96
0.94,0.96,0.00,-1.50,-0.94
0.94,0.96,0.00,-1.00,-0.91
0.93,1.05,0.00,-2.00,-0.90
0.93,1.10,0.00,-1.50,-0.89
0.93,1.11,0.00,-0.50,-0.89
0.93,1.12,0.00,-1.00,-0.89
0.93,1.08,0.00,0.00,-0.88
0.93,1.08,0.00,0.00,-0.87
0.93,1.03,0.00,-0.50,-0.86
0.93,1.01,0.00,-0.50,-0.84
0.92,0.98,0.00,-0.50,-0.82
0.92,0.95,0.00,-1.00,-0.80
0.92,0.93,0.00,-1.50,-0.79
0.92,0.92,0.00,-1.00,-0.78
0.92,0.92,0.00,-1.00,-0.78
0.92,0.96,0.00,-1.50,-0.78
0.92,1.01,0.00,-1.50,-0.79
0.93,1.02,0.00,-1.00,-0.80
0.93,1.03,0.00,-1.00,-0.81
0.93,1.08,0.00,-0.50,-0.82
0.93,1.06,0.00,-0.50,-0.83
0.94,1.06,0.00,-0.50,-0.83
0.94,1.06,0.00,-0.50,-0.83
0.94,1.06,0.00,-0.50,-0.83
0.94,1.01,0.00,-1.00,-0.83
0.94,1.00,0.00,-1.50,-0.82
0.94,0.99,0.00,-1.00,-0.83
0.94,0.93,0.00,-1.00,-0.83
0.94,0.96,0.00,-1.50,-0.84
0.95,0.96,0.00,-1.00,-0.85
0.95,0.97,0.00,-1.50,-0.86
0.95,0.98,0.00,-1.00,-0.87
0.96,0.95,0.00,-1.50,-0.89
0.96,0.91,0.00,-1.00,-0.91
0.97,0.96,0.00,-1.00,-0.92
0.97,0.96,0.00,-1.50,-0.94
0.97,0.96,0.00,-0.50,-0.96
0.98,1.01,0.00,-0.50,-0.97
0.98,1.01,0.00,-1.00,-0.98
0.98,0.99,0.00,-0.50,-0.98
0.98,0.96,0.00,0.00,-0.98
0.98,0.91,0.00,-0.50,-0.97
0.98,0.88,0.00,-1.00,-0.96
0.98,0.86,0.00,-0.50,-0.95
0.98,0.86,0.00,-0.50,-0.94
0.98,0.82,0.00,-2.00,-0.92
0.98,0.84,0.00,-0.50,-0.92
0.98,0.85,0.00,-1.50,-0.91
0.98,0.85,0.00,-1.00,-0.91
0.98,0.91,0.00,-1.50,-0.91
0.98,0.94,0.00,-0.50,-0.92
0.98,0.94,0.00,-1.00,-0.92
0.98,0.96,0.00,0.00,-0.92
0.98,0.96,0.00,-0.50,-0.91
0.98,0.86,0.00,0.00,-0.90
0.98,0.83,0.00,-0.50,-0.89
0.97,0.83,0.00,-1.00,-0.87
0.97,0.83,0.00,-1.00,-0.85
0.97,0.83,0.00,-0.50,-0.84
0.97,0.83,0.00,-1.00,-0.83
0.97,0.83,0.00,-1.00,-0.82
0.97,0.81,0.00,-1.50,-0.81
0.97,0.78,0.00,-1.00,-0.81
0.97,0.72,0.00,-1.50,-0.82
0.97,0.75,0.00,-1.50,-0.82
0.98,0.84,0.00,-1.50,-0.84
0.98,0.84,0.00,-1.00,-0.85
0.98,0.92,0.00,-1.00,-0.87
0.99,1.00,0.00,-0.50,-0.89
0.99,0.97,0.00,0.00,-0.90
0.99,0.89,0.00,0.00,-0.90
0.99,0.83,0.00,0.00,-0.89
0.99,0.83,0.00,0.00,-0.87
0.99,0.83,0.00,-1.00,-0.85
0.98,0.83,0.00,-0.50,-0.84
0.98,0.80,0.00,-1.00,-0.82
0.98,0.77,0.00,-1.00,-0.80
0.98,0.73,0.00,-1.50,-0.80
0.98,0.68,0.00,-1.50,-0.79
0.98,0.64,0.00,-1.50,-0.80
0.98,0.64,0.00,-1.00,-0.81
0.99,0.67,0.00,-2.00,-0.82
0.99,0.67,0.00,-0.50,-0.84
0.99,0.81,0.00,-1.50,-0.85
1.00,0.85,0.00,-0.50,-0.87
1.00,0.90,0.00,-0.50,-0.88
1.00,0.92,0.00,-0.50,-0.89
1.01,0.83,0.00,0.00,-0.89
1.01,0.83,0.00,0.00,-0.89
1.00,0.73,0.00,-0.50,-0.88
1.00,0.73,0.00,-1.50,-0.86
1.00,0.71,0.00,-1.00,-0.85
1.00,0.72,0.00,-1.00,-0.85
1.00,0.73,0.00,-1.50,-0.85
1.00,0.73,0.00,-1.00,-0.85
1.01,0.73,0.00,-1.50,-0.86
1.01,0.67,0.00,-1.50,-0.87
1.01,0.70,0.00,-1.50,-0.88
1.02,0.77,0.00,-1.00,-0.90
1.02,0.78,0.00,-1.00,-0.91
1.02,0.87,0.00,-0.50,-0.93
1.03,0.93,0.00,-1.50,-0.94
1.03,0.93,0.00,0.00,-0.95
1.03,0.91,0.00,-0.50,-0.96
1.03,0.91,0.00,0.00,-0.95
1.03,0.86,0.00,-1.00,-0.94
1.03,0.87,0.00,-0.50,-0.93
1.03,0.88,0.00,-1.00,-0.92
1.03,0.85,0.00,-1.50,-0.92
1.03,0.85,0.00,-0.50,-0.91
1.03,0.86,0.00,-2.00,-0.91
1.03,0.86,0.00,-1.50,-0.91
1.03,0.86,0.00,-1.50,-0.92
1.04,0.88,0.00,-1.50,-0.94
1.04,0.96,0.00,-1.00,-0.95
1.05,1.01,0.00,-1.00,-0.97
1.05,1.06,0.00,-0.50,-0.98
1.05,1.06,0.00,-0.50,-0.99
1.05,1.10,0.00,-0.50,-0.99
1.05,1.06,0.00,-1.00,-0.99
1.05,1.02,0.00,0.00,-0.98
1.05,1.01,0.00,-0.50,-0.97
1.05,1.01,0.00,-0.50,-0.96
1.05,1.02,0.00,-1.50,-0.94
1.05,1.02,0.00,-1.00,-0.93
1.05,1.04,0.00,-1.50,-0.93
1.05,1.04,0.00,-1.00,-0.93
1.05,1.05,0.00,-1.00,-0.92
1.05,1.05,0.00,-2.00,-0.93
1.05,1.04,0.00,-1.50,-0.94
1.06,1.00,0.00,-1.50,-0.95
1.06,1.00,0.00,-1.00,-0.97
1.07,1.00,0.00,-1.00,-0.98
1.07,1.11,0.00,-2.00,-1.00
1.07,1.18,0.00,-1.00,-1.02
1.08,1.25,0.00,-0.50,-1.04
1.08,1.31,0.00,0.00,-1.05
1.08,1.22,0.00,0.00,-1.05
1.08,1.10,0.00,0.50,-1.03
1.08,1.10,0.00,0.50,-1.01
1.07,1.12,0.00,0.00,-0.98
1.07,1.13,0.00,-1.00,-0.94
1.06,1.08,0.00,-0.50,-0.91
1.05,1.04,0.00,-0.50,-0.87
1.05,0.99,0.00,-1.50,-0.84
1.05,0.88,0.00,-1.50,-0.82
1.04,0.88,0.00,-0.50,-0.81
1.04,0.92,0.00,-2.00,-0.80
1.04,0.94,0.00,-1.50,-0.80
1.04,0.94,0.00,-1.00,-0.80
1.05,1.05,0.00,-0.50,-0.81
1.05,1.08,0.00,-0.50,-0.81
1.05,1.11,0.00,-0.50,-0.81
1.05,1.11,0.00,0.00,-0.81
1.05,1.09,0.00,0.50,-0.80
1.04,1.09,0.00,0.00,-0.78
1.04,0.97,0.00,-0.50,-0.75
1.04,0.94,0.00,-0.50,-0.73
1.03,0.95,0.00,-1.00,-0.71
1.03,0.93,0.00,-0.50,-0.69
1.03,0.93,0.00,-0.50,-0.67
1.02,0.94,0.00,-1.50,-0.66
1.02,0.94,0.00,-0.50,-0.65
1.02,0.95,0.00,-1.50,-0.64
1.02,1.02,0.00,-0.50,-0.64
1.02,1.03,0.00,-0.50,-0.64
1.03,1.08,0.00,-1.00,-0.64
1.03,1.12,0.00,0.00,-0.64
1.03,1.12,0.00,0.00,-0.64
1.02,1.07,0.00,0.00,-0.63
1.02,1.00,0.00,0.00,-0.62
1.02,0.97,0.00,0.00,-0.60
1.02,0.95,0.00,-0.50,-0.58
1.01,0.94,0.00,-0.50,-0.56
1.01,0.94,0.00,-1.00,-0.54
1.01,0.94,0.00,-0.50,-0.53
1.01,0.93,0.00,-1.00,-0.52
1.01,0.89,0.00,-0.50,-0.52
1.01,0.96,0.00,-1.00,-0.52
1.01,1.00,0.00,-0.50,-0.52
1.01,1.02,0.00,-0.50,-0.52
1.01,1.07,0.00,0.00,-0.52
1.01,1.07,0.00,0.00,-0.51
1.01,1.05,0.00,0.00,-0.51
1.01,0.98,0.00,-0.50,-0.49
1.00,0.95,0.00,0.00,-0.48
1.00,0.95,0.00,-0.50,-0.47
1.00,0.92,0.00,-0.50,-0.46
1.00,0.90,0.00,-1.00,-0.45
1.00,0.90,0.00,-0.50,-0.45
