kps 0.25
kis 0.4

kpp 30
kip 120
kdp 0.5

pitch set point, pitch, speed set point, speed, filtered speed
0.26,0.45,0.00,1.50,0.95
0.26,0.43,0.00,1.00,0.97
0.25,0.39,0.00,1.50,1.00
0.24,0.38,0.00,1.00,1.02
0.24,0.38,0.00,0.50,1.04
0.23,0.31,0.00,1.00,1.05
0.23,0.29,0.00,1.00,1.06
0.23,0.26,0.00,1.00,1.07
0.22,0.24,0.00,0.50,1.08
0.22,0.25,0.00,0.50,1.08
0.22,0.23,0.00,0.50,1.07
0.22,0.23,0.00,0.00,1.06
0.22,0.22,0.00,1.00,1.05
0.23,0.17,0.00,0.00,1.03
0.23,0.17,0.00,0.50,1.01
0.23,0.17,0.00,-0.50,0.98
0.24,0.18,0.00,0.50,0.94
0.24,0.26,0.00,0.00,0.91
0.25,0.26,0.00,0.50,0.87
0.26,0.30,0.00,0.00,0.83
0.26,0.32,0.00,0.50,0.79
0.27,0.31,0.00,0.50,0.75
0.27,0.30,0.00,1.00,0.72
0.28,0.29,0.00,0.50,0.69
0.28,0.29,0.00,0.00,0.66
0.29,0.32,0.00,0.50,0.64
0.29,0.32,0.00,0.00,0.61
0.30,0.34,0.00,0.50,0.58
0.30,0.34,0.00,1.00,0.56
0.30,0.34,0.00,0.50,0.54
0.31,0.34,0.00,0.50,0.52
0.31,0.34,0.00,0.50,0.51
0.31,0.35,0.00,1.00,0.50
0.31,0.31,0.00,1.00,0.49
0.31,0.27,0.00,0.00,0.49
0.31,0.22,0.00,0.00,0.48
0.31,0.24,0.00,-0.50,0.47
0.31,0.27,0.00,0.00,0.46
0.32,0.27,0.00,0.00,0.44
0.32,0.27,0.00,-0.50,0.42
0.33,0.28,0.00,0.00,0.39
0.33,0.28,0.00,0.00,0.37
0.33,0.28,0.00,0.00,0.34
0.34,0.31,0.00,-0.50,0.31
0.34,0.31,0.00,0.00,0.28
0.35,0.29,0.00,0.00,0.25
0.36,0.29,0.00,0.00,0.23
0.36,0.30,0.00,0.00,0.20
0.36,0.34,0.00,0.00,0.18
0.37,0.39,0.00,0.00,0.15
0.37,0.40,0.00,0.00,0.13
0.38,0.40,0.00,0.00,0.11
0.38,0.37,0.00,1.00,0.10
0.38,0.37,0.00,0.50,0.09
0.38,0.37,0.00,0.50,0.08
0.38,0.38,0.00,0.50,0.09
0.38,0.39,0.00,0.00,0.09
0.38,0.39,0.00,0.50,0.10
0.38,0.39,0.00,1.00,0.10
0.37,0.40,0.00,1.00,0.12
0.37,0.33,0.00,0.50,0.14
0.37,0.27,0.00,0.00,0.16
0.36,0.20,0.00,0.00,0.18
0.36,0.23,0.00,-0.50,0.19
0.36,0.26,0.00,-0.50,0.19
0.36,0.26,0.00,0.00,0.19
0.36,0.23,0.00,-0.50,0.19
0.36,0.23,0.00,-1.00,0.18
0.36,0.21,0.00,-0.50,0.16
0.37,0.21,0.00,-0.50,0.14
0.37,0.27,0.00,-1.00,0.11
0.38,0.27,0.00,-0.50,0.08
0.39,0.35,0.00,-0.50,0.04
0.39,0.35,0.00,0.00,0.01
0.40,0.35,0.00,-0.50,-0.02
0.41,0.32,0.00,0.00,-0.05
0.41,0.31,0.00,-0.50,-0.08
0.42,0.31,0.00,0.00,-0.10
0.42,0.31,0.00,-0.50,-0.13
0.43,0.29,0.00,-0.50,-0.15
0.43,0.29,0.00,-0.50,-0.17
0.44,0.29,0.00,-1.50,-0.20
0.44,0.32,0.00,-1.00,-0.23
0.45,0.34,0.00,-0.50,-0.26
0.46,0.41,0.00,-0.50,-0.30
0.46,0.41,0.00,-0.50,-0.33
0.47,0.49,0.00,-0.50,-0.35
0.48,0.49,0.00,0.00,-0.38
0.48,0.48,0.00,0.00,-0.40
0.48,0.48,0.00,0.50,-0.41
0.48,0.48,0.00,0.00,-0.41
0.48,0.47,0.00,0.50,-0.41
0.48,0.47,0.00,0.00,-0.40
0.48,0.48,0.00,0.50,-0.39
0.48,0.47,0.00,-0.50,-0.37
0.47,0.46,0.00,0.50,-0.35
0.47,0.44,0.00,0.00,-0.33
0.47,0.40,0.00,0.00,-0.31
0.46,0.40,0.00,-0.50,-0.29
0.46,0.39,0.00,-0.50,-0.27
0.46,0.39,0.00,-0.50,-0.26
0.46,0.39,0.00,-1.00,-0.25
0.46,0.41,0.00,-0.50,-0.25
0.46,0.43,0.00,-0.50,-0.25
0.46,0.43,0.00,0.00,-0.25
0.46,0.43,0.00,-0.50,-0.26
0.46,0.41,0.00,0.50,-0.26
0.46,0.38,0.00,-0.50,-0.26
0.46,0.35,0.00,-0.50,-0.25
0.46,0.33,0.00,-1.00,-0.26
0.46,0.31,0.00,-0.50,-0.26
0.47,0.28,0.00,-1.00,-0.27
0.47,0.28,0.00,0.00,-0.29
0.47,0.40,0.00,-1.00,-0.30
0.48,0.45,0.00,-0.50,-0.31
0.48,0.52,0.00,-0.50,-0.33
0.48,0.52,0.00,1.00,-0.34
0.48,0.51,0.00,0.50,-0.34
0.48,0.51,0.00,0.50,-0.33
0.48,0.52,0.00,0.50,-0.32
0.48,0.52,0.00,0.50,-0.30
0.47,0.54,0.00,1.00,-0.27
0.46,0.57,0.00,0.50,-0.24
0.46,0.46,0.00,0.00,-0.20
0.45,0.43,0.00,0.50,-0.17
0.44,0.43,0.00,0.00,-0.14
0.44,0.37,0.00,-0.50,-0.11
0.43,0.37,0.00,0.00,-0.08
0.43,0.36,0.00,-0.50,-0.06
0.43,0.35,0.00,-1.00,-0.05
0.43,0.34,0.00,-0.50,-0.04
0.43,0.33,0.00,-1.00,-0.04
0.43,0.33,0.00,-0.50,-0.05
0.43,0.30,0.00,-2.00,-0.07
0.44,0.30,0.00,-0.50,-0.09
0.44,0.35,0.00,-1.50,-0.12
0.45,0.33,0.00,-1.00,-0.16
0.46,0.44,0.00,-0.50,-0.20
0.47,0.45,0.00,0.00,-0.24
0.47,0.45,0.00,0.00,-0.27
0.48,0.43,0.00,0.00,-0.30
0.48,0.42,0.00,0.00,-0.31
0.49,0.38,0.00,-0.50,-0.33
0.49,0.40,0.00,-1.00,-0.34
0.49,0.39,0.00,0.00,-0.36
0.50,0.39,0.00,-1.00,-0.37
0.50,0.38,0.00,-1.50,-0.39
0.51,0.38,0.00,-1.00,-0.41
0.51,0.41,0.00,-1.50,-0.44
0.52,0.39,0.00,-1.00,-0.47
0.53,0.51,0.00,-0.50,-0.50
0.53,0.52,0.00,-0.50,-0.53
0.54,0.52,0.00,0.00,-0.56
0.54,0.59,0.00,0.00,-0.57
0.55,0.54,0.00,0.00,-0.58
0.55,0.48,0.00,0.00,-0.59
0.55,0.51,0.00,-0.50,-0.58
0.55,0.48,0.00,0.00,-0.58
0.55,0.49,0.00,-0.50,-0.57
0.55,0.49,0.00,0.00,-0.56
0.55,0.46,0.00,-0.50,-0.55
0.54,0.41,0.00,-1.00,-0.54
0.54,0.40,0.00,-0.50,-0.53
0.54,0.34,0.00,-1.00,-0.53
0.55,0.34,0.00,-1.00,-0.53
0.55,0.34,0.00,-0.50,-0.53
0.55,0.36,0.00,-1.00,-0.54
0.55,0.36,0.00,-0.50,-0.54
0.55,0.40,0.00,-0.50,-0.55
0.55,0.46,0.00,-0.50,-0.55
0.56,0.45,0.00,-1.00,-0.56
0.56,0.41,0.00,0.00,-0.56
0.56,0.41,0.00,0.00,-0.56
0.56,0.43,0.00,-1.00,-0.56
0.56,0.43,0.00,0.00,-0.56
0.56,0.43,0.00,-1.00,-0.56
0.56,0.41,0.00,-1.00,-0.56
0.56,0.35,0.00,-1.00,-0.56
0.57,0.38,0.00,-1.00,-0.57
0.57,0.38,0.00,-1.00,-0.58
0.57,0.43,0.00,-1.00,-0.59
0.58,0.48,0.00,-1.00,-0.61
0.58,0.52,0.00,0.00,-0.62
0.58,0.54,0.00,-1.00,-0.63
0.59,0.53,0.00,0.00,-0.64
0.59,0.52,0.00,-0.50,-0.65
0.59,0.52,0.00,0.00,-0.65
0.59,0.52,0.00,-1.50,-0.65
0.59,0.51,0.00,-0.50,-0.65
0.59,0.52,0.00,-1.00,-0.65
0.60,0.52,0.00,-1.50,-0.66
0.60,0.54,0.00,-1.00,-0.67
0.60,0.55,0.00,-0.50,-0.68
0.61,0.55,0.00,-1.00,-0.69
0.61,0.54,0.00,-1.50,-0.71
0.61,0.54,0.00,-1.00,-0.72
0.62,0.56,0.00,-1.00,-0.74
0.62,0.60,0.00,-1.00,-0.76
0.63,0.58,0.00,-1.00,-0.78
0.63,0.61,0.00,-1.00,-0.79
0.64,0.64,0.00,-1.00,-0.81
0.64,0.64,0.00,-0.50,-0.83
0.65,0.64,0.00,-1.50,-0.84
0.65,0.66,0.00,-1.00,-0.86
0.66,0.66,0.00,-1.00,-0.87
0.66,0.67,0.00,-1.50,-0.89
0.66,0.70,0.00,-1.00,-0.90
0.67,0.71,0.00,-1.00,-0.92
0.67,0.71,0.00,-0.50,-0.94
0.68,0.73,0.00,-0.50,-0.94
0.68,0.73,0.00,-1.00,-0.95
0.68,0.71,0.00,-0.50,-0.95
0.68,0.74,0.00,-0.50,-0.95
0.68,0.68,0.00,-0.50,-0.95
0.68,0.67,0.00,0.00,-0.94
0.68,0.67,0.00,-0.50,-0.92
0.68,0.62,0.00,-0.50,-0.90
0.68,0.62,0.00,-0.50,-0.88
0.67,0.60,0.00,-0.50,-0.86
0.67,0.57,0.00,-1.00,-0.84
0.67,0.57,0.00,-0.50,-0.83
0.67,0.60,0.00,-0.50,-0.81
0.66,0.61,0.00,0.00,-0.79
0.66,0.61,0.00,-0.50,-0.77
0.66,0.63,0.00,0.00,-0.74
0.65,0.63,0.00,-1.00,-0.72
0.65,0.60,0.00,-0.50,-0.70
0.65,0.59,0.00,0.00,-0.68
0.64,0.57,0.00,-0.50,-0.65
0.64,0.56,0.00,-1.00,-0.63
0.64,0.56,0.00,0.00,-0.61
0.64,0.58,0.00,-1.00,-0.60
0.63,0.60,0.00,-1.00,-0.58
0.63,0.61,0.00,0.00,-0.58
0.63,0.61,0.00,-0.50,-0.56
0.63,0.60,0.00,-1.00,-0.56
0.63,0.59,0.00,0.00,-0.55
0.63,0.59,0.00,-0.50,-0.54
0.63,0.59,0.00,-1.00,-0.53
0.63,0.59,0.00,0.00,-0.53
0.63,0.60,0.00,-0.50,-0.52
0.63,0.61,0.00,-0.50,-0.51
0.63,0.62,0.00,-0.50,-0.51
0.63,0.62,0.00,-0.50,-0.50
0.63,0.62,0.00,-0.50,-0.50
0.63,0.63,0.00,-0.50,-0.49
0.63,0.63,0.00,-0.50,-0.49
0.63,0.64,0.00,-0.50,-0.49
0.63,0.65,0.00,-0.50,-0.48
0.63,0.65,0.00,-0.50,-0.48
0.63,0.67,0.00,0.00,-0.48
0.63,0.68,0.00,-1.00,-0.48
0.63,0.68,0.00,0.00,-0.47
0.63,0.70,0.00,-1.00,-0.47
0.63,0.72,0.00,0.00,-0.47
0.63,0.69,0.00,0.00,-0.47
0.63,0.70,0.00,-0.50,-0.46
0.63,0.66,0.00,0.00,-0.45
0.63,0.63,0.00,0.00,-0.44
0.63,0.63,0.00,0.00,-0.43
0.62,0.62,0.00,-0.50,-0.42
0.62,0.61,0.00,0.00,-0.40
0.62,0.62,0.00,-0.50,-0.39
0.62,0.61,0.00,0.00,-0.38
0.62,0.68,0.00,0.00,-0.37
0.61,0.68,0.00,-0.50,-0.35
0.61,0.69,0.00,0.00,-0.34
0.61,0.69,0.00,0.00,-0.33
0.61,0.65,0.00,0.00,-0.31
0.60,0.62,0.00,0.50,-0.29
0.60,0.59,0.00,0.00,-0.27
0.60,0.58,0.00,-1.00,-0.26
0.59,0.58,0.00,0.00,-0.24
0.59,0.58,0.00,0.00,-0.23
0.59,0.58,0.00,0.00,-0.22
0.59,0.61,0.00,0.00,-0.20
0.59,0.63,0.00,0.00,-0.19
0.58,0.63,0.00,0.00,-0.18
0.58,0.61,0.00,0.00,-0.17
0.58,0.61,0.00,0.00,-0.15
0.58,0.60,0.00,0.00,-0.14
0.57,0.58,0.00,-0.50,-0.13
0.57,0.58,0.00,0.00,-0.12
0.57,0.57,0.00,0.00,-0.11
0.57,0.57,0.00,-0.50,-0.11
0.57,0.63,0.00,0.00,-0.10
0.57,0.63,0.00,0.00,-0.10
0.57,0.65,0.00,0.00,-0.10
0.57,0.67,0.00,0.00,-0.09
0.57,0.65,0.00,0.50,-0.09
0.57,0.63,0.00,0.00,-0.08
0.56,0.61,0.00,0.00,-0.07
0.56,0.61,0.00,0.50,-0.06
0.56,0.61,0.00,-0.50,-0.05
0.56,0.61,0.00,0.00,-0.04
0.56,0.63,0.00,0.00,-0.03
0.56,0.65,0.00,-0.50,-0.03
0.56,0.68,0.00,0.00,-0.03
0.56,0.72,0.00,0.00,-0.03
0.56,0.72,0.00,1.00,-0.02
0.55,0.69,0.00,1.00,-0.01
0.55,0.69,0.00,1.00,0.00
0.54,0.69,0.00,1.00,0.03
0.54,0.68,0.00,1.00,0.06
0.53,0.69,0.00,1.00,0.10
0.52,0.69,0.00,0.50,0.13
0.52,0.69,0.00,1.00,0.17
0.51,0.70,0.00,1.00,0.21
0.50,0.71,0.00,1.00,0.26
0.49,0.71,0.00,1.00,0.30
0.48,0.60,0.00,1.00,0.35
0.47,0.53,0.00,1.00,0.39
0.46,0.44,0.00,0.50,0.43
0.45,0.44,0.00,0.00,0.47
0.45,0.47,0.00,-0.50,0.50
0.44,0.50,0.00,-0.50,0.52
0.44,0.43,0.00,0.00,0.52
0.44,0.44,0.00,0.00,0.52
0.44,0.39,0.00,-0.50,0.52
0.44,0.39,0.00,0.00,0.50
0.44,0.41,0.00,-0.50,0.48
0.45,0.41,0.00,-0.50,0.46
0.45,0.53,0.00,0.00,0.43
0.46,0.62,0.00,-0.50,0.40
0.46,0.70,0.00,0.00,0.37
0.47,0.70,0.00,1.00,0.34
0.47,0.70,0.00,0.50,0.31
0.48,0.72,0.00,1.00,0.29
0.48,0.71,0.00,1.00,0.29
0.48,0.71,0.00,2.00,0.29
0.48,0.73,0.00,1.00,0.30
0.47,0.77,0.00,1.50,0.32
0.46,0.69,0.00,1.00,0.35
0.46,0.69,0.00,0.50,0.38
0.45,0.53,0.00,1.00,0.40
0.45,0.44,0.00,0.50,0.43
0.44,0.45,0.00,0.00,0.46
0.43,0.51,0.00,0.00,0.48
0.43,0.47,0.00,0.00,0.49
0.43,0.47,0.00,0.00,0.50
0.43,0.44,0.00,0.00,0.50
0.43,0.44,0.00,0.00,0.49
0.43,0.42,0.00,0.00,0.48
0.43,0.43,0.00,0.00,0.47
0.43,0.42,0.00,0.00,0.46
0.44,0.48,0.00,0.00,0.44
0.44,0.48,0.00,-0.50,0.42
0.44,0.52,0.00,0.00,0.39
0.45,0.52,0.00,1.00,0.37
0.45,0.55,0.00,0.50,0.35
0.45,0.55,0.00,1.00,0.34
0.45,0.54,0.00,1.00,0.34
0.45,0.55,0.00,1.00,0.34
0.45,0.55,0.00,1.50,0.35
0.45,0.55,0.00,1.50,0.37
0.44,0.59,0.00,1.00,0.39
0.43,0.51,0.00,1.00,0.42
0.43,0.40,0.00,0.50,0.45
0.42,0.29,0.00,0.00,0.47
0.42,0.30,0.00,0.00,0.49
0.41,0.30,0.00,-1.00,0.50
0.41,0.39,0.00,-1.00,0.50
0.42,0.33,0.00,-1.00,0.48
0.42,0.30,0.00,0.00,0.45
0.43,0.36,0.00,-1.00,0.42
0.43,0.41,0.00,-1.00,0.38
0.44,0.41,0.00,0.00,0.34
0.45,0.50,0.00,0.50,0.30
0.46,0.50,0.00,-0.50,0.26
0.47,0.49,0.00,0.50,0.22
0.47,0.46,0.00,0.00,0.19
0.48,0.46,0.00,0.00,0.16
0.48,0.47,0.00,-0.50,0.13
0.49,0.47,0.00,0.00,0.11
0.49,0.47,0.00,-1.00,0.08
0.50,0.45,0.00,0.00,0.05
0.50,0.45,0.00,-0.50,0.02
0.51,0.49,0.00,-1.00,-0.01
0.52,0.51,0.00,-0.50,-0.05
0.52,0.58,0.00,0.00,-0.08
0.53,0.58,0.00,0.00,-0.11
0.54,0.59,0.00,1.00,-0.13
0.54,0.53,0.00,0.50,-0.15
0.54,0.54,0.00,1.00,-0.15
0.54,0.53,0.00,0.50,-0.14
0.54,0.50,0.00,0.50,-0.13
0.53,0.50,0.00,0.00,-0.11
0.53,0.48,0.00,0.00,-0.10
0.53,0.48,0.00,-1.00,-0.08
0.53,0.46,0.00,-0.50,-0.08
0.53,0.46,0.00,-0.50,-0.08
0.53,0.46,0.00,-1.00,-0.08
0.53,0.46,0.00,-1.50,-0.10
0.53,0.46,0.00,-0.50,-0.12
0.54,0.44,0.00,-1.50,-0.14
0.55,0.44,0.00,0.00,-0.17
0.55,0.56,0.00,-1.00,-0.20
0.56,0.58,0.00,0.00,-0.23
0.56,0.61,0.00,0.00,-0.26
0.57,0.59,0.00,0.50,-0.28
0.57,0.59,0.00,0.00,-0.29
0.57,0.55,0.00,0.50,-0.29
0.57,0.56,0.00,0.00,-0.29
0.57,0.57,0.00,0.00,-0.29
0.57,0.54,0.00,-0.50,-0.28
0.57,0.52,0.00,0.00,-0.28
0.57,0.48,0.00,-0.50,-0.27
0.57,0.48,0.00,-1.00,-0.27
0.57,0.45,0.00,-1.00,-0.27
0.57,0.44,0.00,-1.00,-0.28
0.58,0.41,0.00,-1.00,-0.30
0.58,0.45,0.00,-1.00,-0.32
0.59,0.61,0.00,0.00,-0.34
0.59,0.61,0.00,0.00,-0.36
0.59,0.66,0.00,0.00,-0.37
0.60,0.66,0.00,0.00,-0.38
0.60,0.56,0.00,0.00,-0.38
0.60,0.55,0.00,0.50,-0.38
0.60,0.56,0.00,0.00,-0.37
0.59,0.52,0.00,0.00,-0.36
0.59,0.52,0.00,0.00,-0.34
0.59,0.52,0.00,-1.00,-0.33
0.59,0.49,0.00,-0.50,-0.32
0.59,0.46,0.00,-0.50,-0.32
0.59,0.43,0.00,-1.00,-0.32
0.59,0.47,0.00,-0.50,-0.32
0.59,0.48,0.00,-0.50,-0.33
0.59,0.48,0.00,0.00,-0.33
0.59,0.62,0.00,0.00,-0.34
0.60,0.62,0.00,0.00,-0.33
0.60,0.63,0.00,0.00,-0.33
0.59,0.58,0.00,0.00,-0.32
0.59,0.52,0.00,0.00,-0.32
0.59,0.53,0.00,-0.50,-0.31
0.59,0.53,0.00,-0.50,-0.30
0.59,0.48,0.00,-1.00,-0.30
0.59,0.48,0.00,-0.50,-0.30
0.59,0.53,0.00,-0.50,-0.30
0.59,0.60,0.00,0.00,-0.31
0.59,0.67,0.00,0.00,-0.31
0.60,0.67,0.00,0.00,-0.31
0.59,0.63,0.00,1.00,-0.30
0.59,0.63,0.00,0.50,-0.29
0.59,0.62,0.00,0.50,-0.27
0.58,0.58,0.00,0.00,-0.24
0.58,0.55,0.00,0.00,-0.22
0.58,0.55,0.00,-0.50,-0.20
0.57,0.55,0.00,-0.50,-0.18
0.57,0.53,0.00,-1.00,-0.17
0.57,0.51,0.00,-1.00,-0.16
0.57,0.48,0.00,-0.50,-0.17
0.57,0.64,0.00,-0.50,-0.18
0.58,0.69,0.00,-0.50,-0.19
0.58,0.75,0.00,0.50,-0.20
0.58,0.75,0.00,0.50,-0.20
0.58,0.70,0.00,1.00,-0.20
0.58,0.64,0.00,1.00,-0.18
0.57,0.64,0.00,0.50,-0.16
0.57,0.61,0.00,0.50,-0.13
0.56,0.59,0.00,0.00,-0.11
0.56,0.59,0.00,0.00,-0.08
0.55,0.57,0.00,0.00,-0.06
0.55,0.57,0.00,-0.50,-0.04
0.54,0.57,0.00,-1.00,-0.02
0.54,0.57,0.00,-1.00,-0.02
0.55,0.55,0.00,-1.00,-0.03
0.55,0.53,0.00,-0.50,-0.04
0.55,0.53,0.00,0.00,-0.06
0.55,0.60,0.00,-0.50,-0.07
0.56,0.60,0.00,0.00,-0.09
0.56,0.67,0.00,0.00,-0.10
0.56,0.66,0.00,0.00,-0.11
0.57,0.65,0.00,0.00,-0.12
0.57,0.63,0.00,0.00,-0.13
0.57,0.63,0.00,0.50,-0.13
0.57,0.59,0.00,0.00,-0.13
0.57,0.58,0.00,0.00,-0.13
0.57,0.57,0.00,0.00,-0.12
0.57,0.58,0.00,-0.50,-0.12
0.57,0.56,0.00,0.00,-0.12
0.57,0.60,0.00,-1.00,-0.12
0.57,0.60,0.00,0.00,-0.12
0.57,0.69,0.00,0.00,-0.13
0.57,0.73,0.00,0.00,-0.13
0.57,0.71,0.00,0.50,-0.13
0.57,0.72,0.00,0.50,-0.13
0.57,0.69,0.00,1.00,-0.12
0.56,0.69,0.00,0.00,-0.10
0.56,0.67,0.00,1.00,-0.08
0.55,0.67,0.00,1.00,-0.05
0.55,0.69,0.00,0.50,-0.02
0.54,0.69,0.00,0.50,0.01
0.54,0.70,0.00,0.50,0.04
0.53,0.71,0.00,1.00,0.08
0.52,0.71,0.00,1.00,0.11
0.51,0.71,0.00,1.50,0.16
0.50,0.69,0.00,1.00,0.20
0.49,0.62,0.00,1.00,0.25
0.48,0.59,0.00,1.00,0.30
0.47,0.45,0.00,0.50,0.35
0.46,0.45,0.00,0.00,0.39
0.46,0.45,0.00,-0.50,0.43
0.45,0.51,0.00,-0.50,0.45
0.45,0.45,0.00,0.00,0.46
0.45,0.43,0.00,-0.50,0.46
0.45,0.43,0.00,-0.50,0.46
0.45,0.40,0.00,-0.50,0.44
0.45,0.40,0.00,-0.50,0.42
0.46,0.47,0.00,-0.50,0.40
0.46,0.47,0.00,-0.50,0.36
0.47,0.57,0.00,0.00,0.33
0.47,0.60,0.00,1.00,0.30
0.48,0.60,0.00,0.50,0.27
0.48,0.61,0.00,1.00,0.26
0.48,0.61,0.00,1.00,0.25
0.48,0.58,0.00,1.50,0.25
0.48,0.58,0.00,1.00,0.26
0.48,0.61,0.00,1.00,0.28
0.47,0.62,0.00,1.00,0.30
0.47,0.56,0.00,1.50,0.32
0.46,0.45,0.00,0.50,0.35
0.45,0.45,0.00,0.00,0.38
0.45,0.33,0.00,0.00,0.41
0.44,0.36,0.00,0.00,0.42
0.44,0.45,0.00,0.00,0.43
0.44,0.38,0.00,0.50,0.44
0.44,0.36,0.00,0.00,0.44
0.44,0.35,0.00,0.00,0.44
0.44,0.35,0.00,0.00,0.44
0.44,0.30,0.00,0.00,0.43
0.44,0.34,0.00,-1.00,0.41
0.44,0.31,0.00,-1.00,0.39
0.45,0.33,0.00,0.00,0.36
0.46,0.36,0.00,-0.50,0.33
0.46,0.36,0.00,0.00,0.29
0.47,0.39,0.00,-0.50,0.26
0.48,0.39,0.00,0.00,0.22
0.48,0.40,0.00,-0.50,0.19
0.49,0.39,0.00,0.00,0.16
0.49,0.39,0.00,0.00,0.12
0.50,0.41,0.00,-1.00,0.09
0.51,0.41,0.00,0.00,0.06
0.51,0.44,0.00,-1.00,0.02
0.52,0.47,0.00,-0.50,-0.01
0.53,0.52,0.00,0.00,-0.05
0.54,0.53,0.00,0.00,-0.08
0.54,0.48,0.00,0.50,-0.10
0.54,0.47,0.00,0.50,-0.12
0.55,0.47,0.00,0.00,-0.13
0.55,0.46,0.00,-0.50,-0.14
0.55,0.44,0.00,0.00,-0.15
0.55,0.44,0.00,-1.00,-0.16
0.55,0.42,0.00,-1.00,-0.17
0.56,0.46,0.00,-0.50,-0.19
0.56,0.46,0.00,0.00,-0.21
0.57,0.51,0.00,-0.50,-0.22
0.57,0.51,0.00,0.00,-0.24
0.57,0.51,0.00,0.00,-0.25
0.57,0.49,0.00,0.00,-0.26
0.58,0.42,0.00,-0.50,-0.26
0.58,0.43,0.00,-0.50,-0.27
0.58,0.43,0.00,-0.50,-0.28
0.58,0.42,0.00,-0.50,-0.28
0.58,0.42,0.00,-0.50,-0.29
0.59,0.50,0.00,0.00,-0.30
0.59,0.53,0.00,-1.00,-0.31
0.59,0.55,0.00,0.00,-0.32
0.59,0.53,0.00,0.50,-0.33
0.59,0.53,0.00,0.00,-0.33
0.59,0.50,0.00,-0.50,-0.32
0.59,0.48,0.00,0.00,-0.32
0.59,0.46,0.00,-0.50,-0.32
0.59,0.46,0.00,-0.50,-0.31
0.59,0.48,0.00,-1.00,-0.31
0.59,0.47,0.00,0.00,-0.32
0.60,0.47,0.00,-0.50,-0.32
0.60,0.59,0.00,-0.50,-0.32
0.60,0.62,0.00,0.00,-0.33
0.60,0.65,0.00,0.00,-0.33
0.60,0.61,0.00,0.50,-0.33
0.60,0.56,0.00,0.50,-0.32
0.59,0.56,0.00,0.50,-0.30
0.59,0.53,0.00,0.00,-0.28
0.59,0.53,0.00,-0.50,-0.26
0.58,0.52,0.00,-1.00,-0.25
0.58,0.52,0.00,-0.50,-0.24
